92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01||yescolar02,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01||yprofesor,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c21,c22,c23,c24,c25,fpasto01,fpasto01,fpasto01||yescolar01,fpasto01,fpasto01,c21,c22,c23,c24,c25,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c16,c17,c18,c19,c20,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c16,c17,c18,c19,c20,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c11,c12,c13,c14,c15,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c11,c12,c13,c14,c15,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c6,c7,c8,fc9,fc10,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c6,c7,c8,fc9,c10,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c1,c2,c3,fc4,fc5,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,c1,c2,c3,fc4,fc5,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,203,203,f203,f203,f203,f203,f203,f203,f203,f203,f203,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,fpasto01,79,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
